ParentUSI,Verification,PersonalTitlePrefix,FirstName,MiddleName,LastSurname,GenerationCodeSuffix,MaidenName,Sex
903148,Baptismal or church certificate,Ms,Tracey,Paige,Mayer,,,Female
903149,Entry in family Bible,Mr,Leo,Jesse,Cash,,,Male
903150,Passport,Ms,Mindy,Carmela,James,Jr,,Female
903151,Other,Mr,Leon,Adam,Carr,,,Male
903152,Parents affidavit,Ms,Lucile,Leola,Jordan,,,Female
903153,Other,Mr,Jaime,Allen,Hopper,,,Male
903154,Baptismal or church certificate,Ms,Edwina,Ann,Mccall,,,Female
903155,Previously verified school records,Mr,Jared,Derek,Mcfadden,,,Male
903156,Life insurance policy,Ms,Rita,Belinda,Mendoza,Jr,,Female
903157,Immigration document/visa,Ms,Marlene,Tonya,Armstrong,,,Female
903158,Passport,Ms,Rosalyn,Shana,Williams,,,Female
903159,Hospital certificate,Mr,Zachary,Alan,Pierce,,,Male
903160,Baptismal or church certificate,Ms,Dominique,Evangeline,Woodward,,,Female
903161,Immigration document/visa,Mr,Terry,Kevin,Mason,Jr,,Male
903162,Hospital certificate,Ms,Carolyn,Beatrice,Nichols,,,Female
903163,Other,Ms,Estella,Ramona,Moody,,,Female
903164,Other non-official document,Mr,Angel,Donald,Fischer,,,Male
903165,Hospital certificate,Ms,Darla,Miranda,Maynard,,,Female
903166,Passport,Mr,Marvin,Derek,Martin,,,Male
903167,Life insurance policy,Mr,Roy,Eduardo,Dale,,,Male
903168,Hospital certificate,Ms,Rene,Maribel,Osborne,,,Female
903169,Baptismal or church certificate,Ms,Amy,Jan,Guerra,,,Female
903170,Physicians certificate,Ms,Angelica,Sonja,Stanton,,,Female
903171,Parents affidavit,Mr,Lloyd,Charlie,Rosales,,,Male
903172,Other non-official document,Ms,Dena,Reba,Pruitt,Jr,,Female
903173,Previously verified school records,Ms,Marquita,Juliet,Fernandez,Jr,,Female
903174,Baptismal or church certificate,Ms,Irma,Lela,Peterson,,,Female
903175,Baptismal or church certificate,Ms,Nita,Hallie,Oneil,,,Female
903176,Birth certificate,Mr,Nicholas,Brandon,Roberts,,,Male
903177,Life insurance policy,Ms,Elena,Taylor,Blanchard,Jr,,Female
903178,Other non-official document,Mr,Karl,Mike,Raymond,,,Male
903179,Entry in family Bible,Mr,Willard,Greg,Cardenas,,,Male
903180,Physicians certificate,Ms,Dixie,Mildred,Juarez,,,Female
903181,Other official document,Mr,Mathew,Darren,Mcguire,Jr,,Male
903182,Birth certificate,Ms,Elva,Janna,Mendoza,Jr,,Female
903183,Other,Ms,Debbie,Maryann,Perez,,,Female
903184,Immigration document/visa,Mr,Armando,Kent,Cline,,,Male
903185,Baptismal or church certificate,Ms,Angelica,Cathryn,Gordon,,,Female
903186,Other official document,Mr,Hector,Jeff,Mcmillan,,,Male
903187,Previously verified school records,Ms,Kristen,Barbara,Christian,,,Female
903188,Baptismal or church certificate,Mr,Earl,Jack,Dejesus,,,Male
903189,Physicians certificate,Ms,Heidi,Carissa,Shannon,,,Female
903190,Baptismal or church certificate,Mr,Nicholas,Travis,Price,,,Male
903191,Other,Ms,Ashley,Rosalinda,Stanley,,,Female
903192,Previously verified school records,Mr,Ricky,Craig,Atkinson,,,Male
903193,State-issued ID,Ms,Chris,Edith,Brock,,,Female
903194,Other,Mr,Rafael,Jerry,Bernard,,,Male
903195,State-issued ID,Ms,Claudette,Marcia,Melendez,,,Female
903196,Parents affidavit,Mr,Victor,William,Delacruz,,,Male
903197,Previously verified school records,Ms,Alexandra,Tammy,Barlow,,,Female
903198,Birth certificate,Mr,Perry,Bryan,Acevedo,Jr,,Male
903199,Parents affidavit,Mr,Clinton,Miguel,Contreras,,,Male
903200,Passport,Ms,Phoebe,Marcy,Gibson,,,Female
903201,Parents affidavit,Ms,Lavonne,Dianna,Morton,,,Female
903202,Baptismal or church certificate,Mr,Ernest,Joe,Hutchinson,Jr,,Male
903203,Baptismal or church certificate,Ms,Myra,Glenda,Obrien,,,Female
903204,Birth certificate,Mr,Rick,Kyle,Hickman,Jr,,Male
903205,Baptismal or church certificate,Mr,Andre,Edgar,Stein,Jr,,Male
903206,Entry in family Bible,Ms,Edith,Celina,Webster,,,Female
903207,Hospital certificate,Mr,Jeremy,Dennis,Mayer,,,Male
903208,Life insurance policy,Ms,Nannie,Muriel,Cox,,,Female
903209,Baptismal or church certificate,Mr,Nelson,Kelly,Moran,,,Male
903210,Other official document,Mr,Derek,Warren,Hendrix,,,Male
903211,Birth certificate,Mr,Daryl,Sergio,Ayala,Jr,,Male
903212,Baptismal or church certificate,Ms,Elisa,Constance,Bates,,,Female
903213,Parents affidavit,Ms,Maryann,Lilly,Landry,,,Female
903214,Baptismal or church certificate,Mr,Todd,Terry,Copeland,,,Male
903215,Baptismal or church certificate,Mr,Troy,Daryl,Norton,,,Male
903216,Other,Ms,Dee,Marcy,Wallace,,,Female
903217,Physicians certificate,Mr,Barry,Philip,Carroll,,,Male
903218,Passport,Ms,Lorena,Michelle,Davis,,,Female
903219,Physicians certificate,Mr,Jonathan,Jacob,Hardy,,,Male
903220,Birth certificate,Ms,Consuelo,Leona,Deleon,,,Female
903221,Baptismal or church certificate,Mr,Harry,Raymond,Robbins,Jr,,Male
903222,Baptismal or church certificate,Mr,Benjamin,John,Madden,,,Male
903223,Baptismal or church certificate,Ms,Jeanette,Kristen,Barr,,,Female
903224,Entry in family Bible,Ms,Juliana,Rhea,Griffith,Jr,,Female
903225,Previously verified school records,Mr,Eric,Darrell,Lindsay,,,Male
903226,Baptismal or church certificate,Ms,Queen,John,Weber,,,Female
903227,Parents affidavit,Mr,Javier,Bob,Martinez,Jr,,Male
903228,Immigration document/visa,Mr,Christopher,Bobby,Walsh,Jr,,Male
903229,Entry in family Bible,Ms,Jane,Tami,Garza,,,Female
903230,Parents affidavit,Ms,Beth,Gretchen,Glass,,,Female
903231,Baptismal or church certificate,Mr,Wade,Francisco,Wagner,Jr,,Male
903232,Other,Ms,Lindsay,Cathryn,Gordon,,,Female
903233,Other non-official document,Mr,Joel,Virgil,Fernandez,,,Male
903234,State-issued ID,Mr,Hector,Albert,Thomas,,,Male
903235,Hospital certificate,Ms,Alisha,Lindsay,Lane,,,Female
903236,Other non-official document,Mr,Philip,Keith,Bryant,,,Male
903237,Baptismal or church certificate,Ms,Margie,Sybil,Burton,,,Female
903238,Entry in family Bible,Ms,Katheryn,Nettie,Martin,,,Female
903239,Other non-official document,Ms,Helene,Shelby,Lynn,,,Female
903240,Other non-official document,Mr,Adam,Albert,Haynes,,,Male
903241,Previously verified school records,Mr,Jesus,Roger,Hammond,,,Male
903242,Baptismal or church certificate,Ms,Angelita,Linda,Flynn,,,Female
903243,Immigration document/visa,Ms,Ophelia,Juana,Jacobson,,,Female
903244,Passport,Mr,Lee,Alexander,Mccoy,Jr,,Male
903245,Birth certificate,Mr,Tyrone,Jack,Lancaster,,,Male
903246,Other non-official document,Mr,Richard,Cory,Dalton,,,Male
903247,Other non-official document,Mr,Julio,Jimmy,Spencer,Jr,,Male
903248,Baptismal or church certificate,Ms,Allie,Genevieve,Matthews,,,Female
903249,Physicians certificate,Mr,Freddie,Alberto,Roman,Jr,,Male
903250,Baptismal or church certificate,Ms,Roberta,Mindy,Rose,,,Female
903251,Birth certificate,Mr,Leon,Jose,Cleveland,,,Male
903252,Entry in family Bible,Ms,Patty,Greta,Mccullough,Jr,,Female
903253,Parents affidavit,Mr,Justin,Daryl,Lancaster,,,Male
903254,Birth certificate,Ms,Gertrude,Maureen,Olsen,,,Female
903255,Hospital certificate,Mr,Dustin,Nelson,Landry,,,Male
903256,Other,Ms,Thelma,Tessa,Sweet,Jr,,Female
903257,Parents affidavit,Mr,Ron,Kenneth,Mason,,,Male
903258,Baptismal or church certificate,Mr,Lester,Calvin,Oconnor,Jr,,Male
903259,Immigration document/visa,Ms,Maggie,Naomi,Collier,,,Female
903260,Birth certificate,Mr,Bobby,Timothy,Reynolds,,,Male
903261,Birth certificate,Ms,Michele,Noelle,Cooper,,,Female
903262,Previously verified school records,Mr,Gilbert,Gerald,Lang,Jr,,Male
903263,State-issued ID,Ms,Rosario,Corrine,Randolph,,,Female
903264,Previously verified school records,Mr,Billy,Martin,Daniels,,,Male
903265,Passport,Ms,Katheryn,Naomi,Bartlett,,,Female
903266,Other official document,Mr,Philip,Jesse,Lawson,,,Male
903267,Other official document,Ms,Olive,Rosie,Vaughan,,,Female
903268,Physicians certificate,Mr,Jerry,Corey,Clark,,,Male
903269,Previously verified school records,Ms,Josefina,Tommie,Craig,,,Female
903270,Previously verified school records,Mr,Jason,Perry,Gould,,,Male
903271,Passport,Ms,Kendra,Billie,Sims,,,Female
903272,Birth certificate,Mr,Oscar,Nelson,Bass,,,Male
903273,Immigration document/visa,Ms,Rosie,Betty,Hebert,,,Female
903274,Immigration document/visa,Mr,Eric,Wayne,Riddle,,,Male
903275,State-issued ID,Mr,Floyd,Randy,Bartlett,,,Male
903276,Entry in family Bible,Mr,Andy,Nathan,Mathis,,,Male
903277,Passport,Mr,Henry,Scott,Kinney,,,Male
903278,Birth certificate,Mr,Ronald,Hector,Patrick,,,Male
903279,Other non-official document,Ms,Helen,Evangelina,Malone,,,Female
903280,Baptismal or church certificate,Mr,Julian,Byron,Workman,Jr,,Male
903281,Other,Ms,Heather,Lea,Fletcher,,,Female
903282,State-issued ID,Ms,Marquita,Lee,Potter,,,Female
903283,Entry in family Bible,Ms,Isabel,Madelyn,Hayden,,,Female
903284,Immigration document/visa,Ms,Aurelia,Aida,Park,,,Female
903285,Other,Mr,Barry,Marcus,Blanchard,Jr,,Male
903286,Birth certificate,Ms,Essie,Vilma,Huber,,,Female
903287,Baptismal or church certificate,Mr,Alex,Andre,Rhodes,,,Male
903288,Physicians certificate,Ms,Jeannine,Ana,Bridges,,,Female
903289,Previously verified school records,Mr,Lloyd,Nathaniel,Haney,,,Male
903290,Physicians certificate,Ms,Cheri,Meredith,Lynn,,,Female
903291,State-issued ID,Mr,Jerome,Melvin,Mcknight,,,Male
903292,Other,Ms,Candy,Nona,Goff,,,Female
903293,Other,Mr,Felix,Zachary,Holt,Jr,,Male
903294,Physicians certificate,Ms,Deanne,Chasity,Gonzalez,,,Female
903295,Baptismal or church certificate,Mr,Danny,Fred,Roach,,,Male
903296,Baptismal or church certificate,Ms,Nona,Debora,Singleton,,,Female
903297,Other official document,Mr,Frank,Manuel,Norris,,,Male
903298,Physicians certificate,Ms,Elisa,Vicky,Norton,,,Female
903299,Hospital certificate,Ms,Ladonna,Penny,Pace,,,Female
903300,Parents affidavit,Mr,Brandon,Anthony,Mcclure,,,Male
903301,Previously verified school records,Ms,Savannah,Ines,Baxter,,,Female
903302,Baptismal or church certificate,Ms,Myrna,Bertha,Rollins,,,Female
903303,Hospital certificate,Ms,Cathy,Dolly,Mcdaniel,,,Female
903304,Baptismal or church certificate,Mr,Jeffery,Cecil,Sharp,,,Male
903305,Other official document,Ms,Mae,Brittney,Farrell,,,Female
903306,Baptismal or church certificate,Ms,Natalie,Aurora,Holden,,,Female
903307,Hospital certificate,Ms,Nell,Jeanette,Parks,,,Female
903308,State-issued ID,Mr,Dale,Kevin,Sears,,,Male
903309,Entry in family Bible,Mr,Darryl,Kurt,Pacheco,,,Male
903310,Immigration document/visa,Mr,Isaac,Willard,Decker,,,Male
903311,Physicians certificate,Ms,Tara,Mari,Langley,,,Female
903312,Parents affidavit,Mr,Edward,Clyde,Albert,Jr,,Male
903313,Previously verified school records,Ms,Cleo,Ina,Santana,,,Female
903314,Baptismal or church certificate,Mr,Dennis,Danny,Chaney,,,Male
903315,Baptismal or church certificate,Ms,Olive,Sadie,Woodward,,,Female
903316,Immigration document/visa,Ms,Minerva,Belinda,Fischer,,,Female
903317,Other official document,Mr,Fernando,Bernard,Hobbs,Jr,,Male
903318,Immigration document/visa,Ms,Rosalinda,Brittney,Rosales,,,Female
903319,Other non-official document,Mr,Guy,Brian,Harrell,,,Male
903320,Other,Ms,Tricia,Liza,Mayo,,,Female
903321,Parents affidavit,Mr,Ronald,Brandon,Neal,,,Male
903322,Other non-official document,Ms,Eleanor,Corinne,Delaney,,,Female
903323,Immigration document/visa,Ms,Gale,Socorro,Bernard,Jr,,Female
903324,State-issued ID,Mr,Fernando,Sidney,Buckley,,,Male
903325,Other non-official document,Mr,Tyler,Julian,Martin,,,Male
903326,Other,Ms,Chelsea,Tina,Ellison,,,Female
903327,Previously verified school records,Mr,Ryan,Mark,Guzman,,,Male
903328,Parents affidavit,Ms,Erna,Clarice,Atkinson,Jr,,Female
903329,Baptismal or church certificate,Ms,Angel,Kimberly,Graham,,,Female
903330,Baptismal or church certificate,Ms,Jessica,Edith,Gilmore,,,Female
903331,Passport,Mr,Seth,Lance,Francis,,,Male
903332,Life insurance policy,Mr,Johnnie,Franklin,Brock,,,Male
903333,Baptismal or church certificate,Ms,Aileen,Melody,Daniel,,,Female
903334,Other non-official document,Mr,Norman,Dave,Snyder,,,Male
903335,Entry in family Bible,Mr,Andrew,Alexander,Cleveland,Jr,,Male
903336,Birth certificate,Mr,Andrew,Brian,Williams,,,Male
903337,Birth certificate,Ms,Lolita,Regina,Goff,,,Female
903338,Entry in family Bible,Mr,Arthur,Frederick,Rosa,Jr,,Male
903339,Physicians certificate,Ms,Alta,Dorothy,Craft,,,Female
903340,Previously verified school records,Mr,Nicholas,Harry,Decker,,,Male
903341,Baptismal or church certificate,Ms,Hilary,Dina,Carroll,Jr,,Female
903342,Immigration document/visa,Mr,Roy,Robert,Britt,Jr,,Male
903343,Other,Mr,Bryan,Tom,Wolf,,,Male
903344,Other non-official document,Ms,Earnestine,Wendy,Kramer,,,Female
903345,Birth certificate,Mr,Jesse,Kent,Mathews,,,Male
903346,Other official document,Ms,Sheryl,Tracie,Hunt,Jr,,Female
903347,State-issued ID,Ms,Carmela,Valarie,Mcintosh,,,Female
903348,Baptismal or church certificate,Mr,Alex,Ricardo,Montoya,Jr,,Male
903349,Physicians certificate,Mr,Gilbert,Kenneth,Franklin,,,Male
903350,Other official document,Ms,Cara,Rachael,Hoover,,,Female
903351,Baptismal or church certificate,Ms,Terri,Lori,Mckay,Jr,,Female
903352,State-issued ID,Mr,Dwayne,Jared,Howe,,,Male
903353,Other non-official document,Mr,Angel,Craig,Parsons,,,Male
903354,Physicians certificate,Ms,Norma,Melba,Mueller,,,Female
903355,Other,Mr,Ricardo,Kurt,Lambert,Jr,,Male
903356,Passport,Mr,Javier,Ruben,Estrada,,,Male
903357,Baptismal or church certificate,Ms,Louella,Desiree,Bullock,,,Female
903358,Parents affidavit,Ms,Francis,Carissa,Harmon,,,Female
903359,Birth certificate,Mr,Alberto,Chester,Newton,,,Male
903360,Hospital certificate,Ms,Lila,Joy,Pace,Jr,,Female
903361,Parents affidavit,Ms,Esperanza,Tamra,Hall,,,Female
903362,Life insurance policy,Ms,Frieda,Sadie,Munoz,,,Female
903363,Other,Mr,Perry,Julian,Barton,,,Male
903364,Previously verified school records,Ms,Wendi,Robyn,Mccarthy,,,Female
903365,Other,Ms,Victoria,Nita,Rodriquez,,,Female
903366,Other non-official document,Mr,Scott,Ramon,Crosby,,,Male
903367,Passport,Ms,Anastasia,Deena,Lott,Jr,,Female
903368,Physicians certificate,Mr,Dustin,Jon,Phillips,Jr,,Male
903369,Parents affidavit,Ms,Charlotte,Meghan,Salazar,,,Female
903370,Immigration document/visa,Mr,Ricardo,James,Chapman,,,Male
903371,Other non-official document,Ms,Celia,Kristina,Lyons,,,Female
903372,Parents affidavit,Mr,Ben,Gilbert,Williamson,Jr,,Male
903373,Baptismal or church certificate,Ms,Chandra,Claudine,Koch,Jr,,Female
903374,Entry in family Bible,Ms,Marylou,Renee,Dotson,,,Female
903375,Hospital certificate,Mr,Brad,Kent,Frederick,Jr,,Male
903376,Other non-official document,Ms,Etta,Naomi,King,,,Female
903377,Passport,Mr,Cecil,Cory,Evans,,,Male
903378,Birth certificate,Ms,Tamera,Lynn,Cannon,,,Female
903379,Parents affidavit,Mr,Carlos,Leroy,Fulton,Jr,,Male
903380,State-issued ID,Ms,Bonnie,Tameka,Shaffer,,,Female
903381,Baptismal or church certificate,Mr,Kyle,Jesse,Abbott,,,Male
903382,Other official document,Mr,Norman,Terrance,Clark,,,Male
903383,Other,Ms,Jeanne,Carmella,Brady,,,Female
903384,Other official document,Mr,Stephen,Adam,Moody,Jr,,Male
903385,Baptismal or church certificate,Mr,Paul,Ivan,Perez,,,Male
903386,State-issued ID,Ms,Annette,Jaime,Torres,Jr,,Female
903387,Other non-official document,Mr,Patrick,Matthew,Carrillo,,,Male
903388,Hospital certificate,Ms,Krista,Karla,Robinson,Jr,,Female
903389,Immigration document/visa,Mr,Bob,Julio,Malone,Jr,,Male
903390,Birth certificate,Ms,Ana,Millicent,Keith,,,Female
903391,Immigration document/visa,Mr,Clayton,Roger,Ferrell,Jr,,Male
903392,Other official document,Ms,Lauri,Pearlie,Hogan,,,Female
903393,Passport,Ms,Magdalena,Lara,Walter,,,Female
903394,Other,Mr,Marcus,Calvin,Mckay,,,Male
903395,Immigration document/visa,Ms,Penny,Jewell,Sykes,,,Female
903396,Baptismal or church certificate,Mr,Travis,Bernard,Waters,,,Male
903397,Passport,Mr,Jared,Brent,Mathews,,,Male
903398,Other official document,Mr,Jason,Harry,Stephenson,,,Male
903399,Baptismal or church certificate,Mr,Howard,Brian,Payne,,,Male
903400,Baptismal or church certificate,Ms,Aida,Stefanie,Buckner,,,Female
903401,Life insurance policy,Mr,Clifford,Oscar,Deleon,,,Male
903402,Other non-official document,Mr,Frederick,Barry,Hicks,Jr,,Male
903403,Previously verified school records,Mr,Cory,Willard,Foreman,,,Male
903404,Baptismal or church certificate,Mr,Lester,Frank,Freeman,Jr,,Male
903405,Parents affidavit,Ms,Abby,Paulette,Ruiz,Jr,,Female
903406,Hospital certificate,Mr,Anthony,Keith,Nixon,,,Male
903407,Other official document,Ms,Valeria,Socorro,Rollins,,,Female
903408,Other official document,Mr,Johnnie,Jeremy,Reynolds,,,Male
903409,Life insurance policy,Ms,Luann,Kathryn,Hester,,,Female
903410,Parents affidavit,Mr,Guy,Joe,Nielsen,Jr,,Male
903411,Physicians certificate,Ms,Rosemarie,Jody,Gallagher,,,Female
903412,Other non-official document,Mr,Larry,Gabriel,Kirk,Jr,,Male
903413,Birth certificate,Ms,Darla,Dorothy,Vasquez,,,Female
903414,Other official document,Mr,Carlos,Kevin,Gillespie,,,Male
903415,Baptismal or church certificate,Ms,Madge,Mable,Glover,,,Female
903416,Passport,Mr,Mario,Jonathan,Wells,Jr,,Male
903417,Birth certificate,Ms,Lauri,Heather,Morton,Jr,,Female
903418,Immigration document/visa,Ms,Eugenia,Joni,Harris,Jr,,Female
903419,Other,Mr,Ray,Willie,Mccoy,,,Male
903420,Hospital certificate,Ms,Kerri,Valerie,Potter,,,Female
903421,Birth certificate,Mr,Cory,Tracy,Bates,,,Male
903422,Hospital certificate,Ms,Flossie,Lydia,Barlow,,,Female
903423,Baptismal or church certificate,Mr,Patrick,Leo,Barron,,,Male
903424,Immigration document/visa,Ms,Consuelo,Brigitte,Maldonado,Jr,,Female
903425,Other non-official document,Mr,Steve,Larry,Hoffman,,,Male
903426,Baptismal or church certificate,Mr,Reginald,Jeremy,Holder,,,Male
903427,Physicians certificate,Ms,Alison,Ethel,Anderson,,,Female
903428,Baptismal or church certificate,Mr,Adrian,Brad,Dalton,,,Male
903429,Life insurance policy,Ms,Gay,Magdalena,Heath,,,Female
903430,Birth certificate,Ms,Eileen,Ora,Santana,Jr,,Female
903431,Baptismal or church certificate,Mr,Don,James,Owens,,,Male
903432,Physicians certificate,Ms,Bernadine,Aline,Bird,,,Female
903433,Birth certificate,Mr,Martin,Ricky,Logan,,,Male
903434,Other,Ms,Tami,Julie,Rosario,,,Female
903435,Hospital certificate,Mr,Justin,Ronald,Anderson,,,Male
903436,Other official document,Ms,Kara,Lilian,Weiss,,,Female
903437,Hospital certificate,Mr,Dennis,Alfred,Guzman,,,Male
903438,Entry in family Bible,Ms,Amber,Tamra,Kelly,Jr,,Female
903439,Previously verified school records,Mr,Gregory,Charles,Schwartz,Jr,,Male
903440,Baptismal or church certificate,Ms,Josie,Cathryn,Roy,Jr,,Female
903441,Birth certificate,Mr,Elmer,Kent,Dean,Jr,,Male
903442,Entry in family Bible,Mr,Edgar,Edward,Coleman,Jr,,Male
903443,Hospital certificate,Ms,Carmela,Sofia,Randolph,,,Female
903444,Hospital certificate,Mr,Adam,Bernard,Wilkerson,Jr,,Male
903445,Life insurance policy,Mr,Gerald,Darryl,Mcintyre,,,Male
903446,Baptismal or church certificate,Ms,Jocelyn,Paige,Woodard,Jr,,Female
903447,Entry in family Bible,Ms,Liza,Lana,Velazquez,Jr,,Female
903448,Baptismal or church certificate,Mr,Bernard,Jack,Robinson,,,Male
903449,Other official document,Mr,Brett,Kurt,Green,Jr,,Male
903450,State-issued ID,Ms,Paige,Phoebe,Patel,Jr,,Female
903451,Hospital certificate,Mr,Javier,Miguel,Stafford,,,Male
903452,Parents affidavit,Ms,Sophie,Jody,Mercado,,,Female
903453,Physicians certificate,Mr,Joshua,Howard,Hancock,Jr,,Male
903454,Baptismal or church certificate,Ms,Matilda,Priscilla,Howell,,,Female
903455,Baptismal or church certificate,Mr,Albert,Russell,Compton,,,Male
903456,Previously verified school records,Ms,Marisa,Madelyn,Beard,,,Female
903457,Entry in family Bible,Mr,Jesse,Jon,Norman,,,Male
903458,Other non-official document,Ms,Kristen,Lee,Hahn,,,Female
903459,Hospital certificate,Mr,Perry,Paul,Osborn,,,Male
903460,Life insurance policy,Ms,Lolita,Gracie,Golden,Jr,,Female
903461,Baptismal or church certificate,Mr,Tracy,Shawn,Meadows,,,Male
903462,Other,Mr,Leslie,Jack,Schroeder,Jr,,Male
903463,State-issued ID,Mr,Erik,Charles,Patton,,,Male
903464,State-issued ID,Ms,Patrice,Peggy,Peters,,,Female
903465,Physicians certificate,Ms,Lottie,Carmella,Brewer,,,Female
903466,Baptismal or church certificate,Mr,Herman,Francisco,Floyd,,,Male
903467,Hospital certificate,Mr,Benjamin,Ben,Hardin,,,Male
903468,Baptismal or church certificate,Ms,Maribel,Vivian,Davis,,,Female
903469,Hospital certificate,Ms,Aline,Yvette,Cross,,,Female
903470,Other non-official document,Mr,Melvin,Sean,Avery,,,Male
903471,Other,Mr,Erik,Cory,Berger,,,Male
903472,Hospital certificate,Ms,Lilia,Marilyn,Gamble,,,Female
903473,Baptismal or church certificate,Mr,Adam,Joe,Hanson,,,Male
903474,Life insurance policy,Mr,Dan,Justin,Mckinney,,,Male
